Date,Close,logret,State
1927-12-30,17.66,0.0,3
1928-01-03,17.76,0.005646542388210385,3
1928-01-04,17.72,-0.002254792387089477,3
1928-01-05,17.55,-0.009639995265059653,0
1928-01-06,17.66,0.006248245263938745,3
1928-01-09,17.5,-0.009101314246345193,0
1928-01-10,17.37,-0.007456300676454752,0
1928-01-11,17.35,-0.001152073860145375,3
1928-01-12,17.47,0.006892617753096797,3
1928-01-13,17.58,0.006276768111065589,3
1928-01-16,17.29,-0.016633592561831723,1
1928-01-17,17.3,0.0005782018085342955,3
1928-01-18,17.26,-0.0023148158484516124,3
1928-01-19,17.38,0.006928434181963983,3
1928-01-20,17.48,0.005737250390143611,3
1928-01-23,17.64,0.00911168035125609,3
1928-01-24,17.71,0.003960401216096976,3
1928-01-25,17.52,-0.010786366286497096,0
1928-01-26,17.63,0.006258910901533632,3
1928-01-27,17.69,0.003397511761915162,3
1928-01-30,17.49,-0.011370219141183746,0
1928-01-31,17.57,0.004563613168495628,3
1928-02-01,17.53,-0.00227920326586295,3
1928-02-02,17.63,0.005688297476635906,3
1928-02-03,17.4,-0.013131790189295778,0
1928-02-06,17.45,0.0028694424279529507,3
1928-02-07,17.44,-0.0005732301676024676,3
1928-02-08,17.49,0.0028628705496767104,3
1928-02-09,17.55,0.003424660881364616,3
1928-02-10,17.54,-0.0005699629678379559,3
1928-02-14,17.44,-0.005717568463203371,3
1928-02-15,17.4,-0.002296212260350483,3
1928-02-16,17.35,-0.002877699827614766,3
1928-02-17,17.04,-0.018028984991699026,1
1928-02-20,16.95,-0.005295687574710328,3
1928-02-21,17.11,0.009395254077642967,3
1928-02-23,17.13,0.0011682244319266566,3
1928-02-24,17.18,0.0029146042200807187,3
1928-02-27,17.11,-0.004082828652007375,3
1928-02-28,17.16,0.002918006155714359,3
1928-02-29,17.26,0.005810591595465375,3
1928-03-01,17.3,0.0023148158484516124,3
1928-03-02,17.3,0.0,3
1928-03-05,17.57,0.015486400695272629,0
1928-03-06,17.67,0.005675384132599159,3
1928-03-07,17.58,-0.005106394074574361,3
1928-03-08,17.64,0.003407158321614645,3
1928-03-09,17.93,0.016306237038396176,1
1928-03-12,18.0,0.0038964702791228767,3
1928-03-13,17.92,-0.004454350349380132,3
1928-03-14,17.93,0.0005578800702572551,3
1928-03-15,18.07,0.007777816987095676,3
1928-03-16,18.26,0.010459770562685211,0
1928-03-19,18.36,0.005461510025521754,3
1928-03-20,18.46,0.005431843882361953,3
1928-03-21,18.65,0.010239917015118394,0
1928-03-22,18.6,-0.0026845653706688566,3
1928-03-23,18.78,0.00963089306096121,0
1928-03-26,19.05,0.01427462779259292,0
1928-03-27,18.94,-0.005791013814777646,3
1928-03-28,18.89,-0.0026434062445139794,3
1928-03-29,18.95,0.0031712500150171685,3
1928-03-30,19.28,0.01726435765396417,1
1928-04-02,18.91,-0.019377406512033346,1
1928-04-03,19.02,0.005800174446878081,3
1928-04-04,18.99,-0.001578532293049939,3
1928-04-05,19.23,0.012559034776494116,0
1928-04-09,19.27,0.002077922825586498,3
1928-04-10,19.1,-0.008861147373690592,0
1928-04-11,19.44,0.017644463979708647,1
1928-04-12,19.41,-0.0015444018513743885,3
1928-04-13,19.73,0.016351922853605316,1
1928-04-16,19.68,-0.002537428410416709,3
1928-04-17,19.52,-0.008163310639160759,0
1928-04-18,19.52,0.0,3
1928-04-19,19.63,0.00561942730342313,3
1928-04-20,19.34,-0.014883518263221429,1
1928-04-23,19.15,-0.009872774398493434,0
1928-04-24,19.25,0.005208345107138523,3
1928-04-25,19.33,0.004147232486446217,3
1928-04-26,19.47,0.007216526163868586,3
1928-04-27,19.68,0.010728072239999165,0
1928-04-30,19.75,0.0035505997230234065,3
1928-05-01,19.78,0.0015178348474353953,3
1928-05-02,19.83,0.002524616337138408,3
1928-05-03,19.93,0.005030191692998898,3
1928-05-04,20.24,0.01543471019456133,0
1928-05-07,20.41,0.008364132402488789,3
1928-05-08,20.27,-0.006883016357845051,0
1928-05-09,20.24,-0.0014811160446437377,3
1928-05-10,20.21,-0.0014833130037348319,3
1928-05-11,20.36,0.00739466026679203,3
1928-05-14,20.44,0.003921573653181909,3
1928-05-15,20.39,-0.002449180749140023,3
1928-05-16,20.05,-0.016815430833785783,1
1928-05-17,20.12,0.0034851914789606475,3
1928-05-18,19.92,-0.00999009307508647,0
1928-05-21,19.63,-0.014665243868082545,2
1928-05-22,19.36,-0.013849926439938542,2
1928-05-23,19.75,0.019944409498699578,1
1928-05-24,19.87,0.006057565216594618,3
1928-05-25,19.9,0.0015086751667214848,3
1928-05-28,19.57,-0.016721950322462042,1
1928-05-29,19.82,0.0126937474938571,0
1928-05-31,20.0,0.009040744652148991,3
1928-06-01,20.07,0.0034938892542557554,3
1928-06-04,19.8,-0.01354422510775688,0
1928-06-05,19.85,0.002522069432709717,3
1928-06-06,19.66,-0.009617892414178986,0
1928-06-07,19.61,-0.0025464745107655062,2
1928-06-08,19.37,-0.01231416278935038,2
1928-06-11,18.68,-0.0362720446182081,2
1928-06-12,18.34,-0.018368965972377804,2
1928-06-13,18.89,0.029548214685099605,2
1928-06-14,19.05,0.008434420059291625,2
1928-06-15,18.74,-0.016406824762433825,2
1928-06-18,18.4,-0.01830961219533611,2
1928-06-19,18.34,-0.0032661977866212943,3
1928-06-20,18.57,0.012462908536295725,0
1928-06-21,18.56,-0.0005386480065601162,3
1928-06-22,18.54,-0.0010781672203452608,3
1928-06-25,18.47,-0.0037827659265605718,3
1928-06-26,18.68,0.011305638589548028,0
1928-06-27,18.86,0.009589844404614745,3
1928-06-28,19.07,0.011073142407016512,0
1928-06-29,19.14,0.0036639664124806792,3
1928-07-02,18.98,-0.008394592843026683,0
1928-07-03,19.29,0.01620103373585602,1
1928-07-05,19.48,0.009801471296751352,0
1928-07-06,19.39,-0.00463082895982847,3
1928-07-09,19.46,0.003603607503298356,3
1928-07-10,19.43,-0.0015428133685104761,3
1928-07-11,18.95,-0.025014331860913064,1
1928-07-12,18.81,-0.007415288215496307,0
1928-07-13,18.96,0.007942853513936754,3
1928-07-16,18.7,-0.013807972966334958,0
1928-07-17,18.8,0.005333345975362835,3
1928-07-18,19.03,0.012159811472154392,0
1928-07-19,18.99,-0.0021041564838637505,3
1928-07-20,19.03,0.0021041564838637505,3
1928-07-23,19.12,0.004718226315197249,3
1928-07-24,19.09,-0.0015702698855992736,3
1928-07-25,19.2,0.005745641296079906,3
1928-07-26,19.24,0.0020811662038244805,3
1928-07-27,19.42,0.009312017625618285,3
1928-07-30,19.47,0.0025713565209293243,3
1928-07-31,19.43,-0.0020565559947596235,3
1928-08-01,19.42,-0.0005148005261697008,3
1928-08-02,19.33,-0.004645169642939262,3
1928-08-03,19.36,0.0015507886281915795,3
1928-08-06,19.58,0.011299555253933224,0
1928-08-07,19.49,-0.004607123582895056,3
1928-08-08,19.25,-0.012390452785675965,0
1928-08-09,19.3,0.002594035177046372,3
1928-08-10,19.25,-0.002594035177046372,3
1928-08-13,19.29,0.0020757661838444186,3
1928-08-14,19.13,-0.00832904346547636,0
1928-08-15,19.47,0.017617035931946745,1
1928-08-16,19.61,0.0071648208241468225,3
1928-08-17,19.64,0.0015286627180648438,3
1928-08-20,19.77,0.006597334256205567,3
1928-08-21,20.02,0.012566136704549091,0
1928-08-22,20.0,-0.0009995003330836028,3
1928-08-23,20.02,0.0009995003330836028,3
1928-08-24,20.34,0.01585761673333952,0
1928-08-27,20.38,0.0019646371741646185,3
1928-08-28,20.54,0.007820176705833681,3
1928-08-29,20.58,0.001945525905491241,3
1928-08-30,20.61,0.0014566644964641995,3
1928-08-31,20.87,0.012536326186741498,0
1928-09-04,20.97,0.004780123824719151,3
1928-09-05,21.07,0.004757382902269125,3
1928-09-06,20.94,-0.006189022373706443,3
1928-09-07,21.09,0.007137789048292209,3
1928-09-10,20.92,-0.008093355293961046,0
1928-09-11,21.08,0.00761908447643922,3
1928-09-12,21.16,0.003787883316937357,3
1928-09-13,21.14,-0.0009456265480070059,3
1928-09-14,21.14,0.0,3
1928-09-17,21.33,0.008947552041167484,3
1928-09-18,21.18,-0.007057192309998683,0
1928-09-19,21.18,0.0,3
1928-09-20,21.22,0.0018867930125763266,3
1928-09-21,21.36,0.006575880906157128,3
1928-09-24,21.43,0.003271795393491761,3
1928-09-25,21.41,-0.0009337068838943807,3
1928-09-26,21.4,-0.0004671805737856971,3
1928-09-27,21.13,-0.012697090399840238,0
1928-09-28,21.14,0.0004731488141263007,3
1928-10-01,21.36,0.010353033649902255,0
1928-10-02,21.26,-0.004692641178192236,3
1928-10-03,21.19,-0.0032980006335940892,3
1928-10-04,21.26,0.0032980006335940892,3
1928-10-05,21.22,-0.0018832397279648916,3
1928-10-08,21.11,-0.005197271325607655,3
1928-10-09,21.18,0.0033104783130313287,3
1928-10-10,21.41,0.010800762428330835,0
1928-10-11,21.51,0.004659840678047367,3
1928-10-15,21.65,0.006487511168860038,3
1928-10-16,21.72,0.0032280406172358056,3
1928-10-17,21.79,0.003217653890793759,3
1928-10-18,21.84,0.002292001920175757,3
1928-10-19,21.96,0.005479465764625768,3
1928-10-22,21.81,-0.006854036427792476,3
1928-10-23,21.95,0.0063985593076427705,3
1928-10-24,21.99,0.0018206650454897222,3
1928-10-25,21.91,-0.003644650959294893,3
1928-10-26,21.65,-0.011937699158876214,0
1928-10-29,22.0,0.016036998909817246,1
1928-10-30,21.76,-0.010969031370573923,0
1928-10-31,21.68,-0.003683245416296721,3
1928-11-01,21.99,0.014197627995224504,0
1928-11-02,21.95,-0.0018206650454897222,3
1928-11-05,22.24,0.013125329861201518,0
1928-11-07,22.24,0.0,3
1928-11-08,22.39,0.006721961228281614,3
1928-11-09,22.55,0.007120635338023984,3
1928-11-12,22.84,0.012778318839122171,0
1928-11-13,22.91,0.00306011167759479,3
1928-11-14,22.91,0.0,3
1928-11-15,23.03,0.0052242173671896985,3
1928-11-16,23.37,0.014655434718172433,0
1928-11-19,23.37,0.0,3
1928-11-20,23.57,0.00852156839727325,3
1928-11-21,23.22,-0.014960740678294115,1
1928-11-22,23.52,0.012837146760680707,0
1928-11-23,23.7,0.007623925110659346,3
1928-11-26,23.8,0.004210532536343514,3
1928-11-27,23.91,0.004611200792804304,3
1928-11-28,24.19,0.011642543151702434,0
1928-11-30,24.28,0.003713641569361492,3
1928-12-03,23.85,-0.017868748856947114,1
1928-12-04,23.91,0.0025125641358831885,2
1928-12-05,23.81,-0.004191120971462237,2
1928-12-06,22.91,-0.0385321640333669,2
1928-12-07,22.36,-0.024299848178505723,2
1928-12-10,22.31,-0.002238639842457424,2
1928-12-11,22.74,0.019090479877948763,2
1928-12-12,22.52,-0.00972168505090032,1
1928-12-13,22.48,-0.0017777782459993396,3
1928-12-14,22.53,0.0022217294186628322,3
1928-12-17,22.44,-0.004002673789657241,3
1928-12-18,22.7,0.011519843832861199,0
1928-12-19,22.98,0.012259347933252673,0
1928-12-20,23.07,0.003908799765052429,3
1928-12-21,23.33,0.011207013847676528,0
1928-12-24,23.54,0.008961015798791827,3
1928-12-26,23.44,-0.004257137123318433,3
1928-12-27,23.64,0.008496227829085434,3
1928-12-28,23.98,0.014279957061470672,1
1928-12-31,24.35,0.015311699929230649,1
1929-01-02,24.81,0.01871494817511099,1
1929-01-03,24.86,0.0020132883788552824,3
1929-01-04,24.85,-0.00040233353992746856,3
1929-01-07,24.25,-0.02444113515914559,1
1929-01-08,24.17,-0.003304422668100493,3
1929-01-09,24.54,0.01519224456737378,1
1929-01-10,24.58,0.001628664855123585,3
1929-01-11,24.54,-0.001628664855123585,3
1929-01-14,24.59,0.0020354169453358217,3
1929-01-15,24.23,-0.014748321399666864,1
1929-01-16,24.56,0.013527568450507399,0
1929-01-17,24.69,0.005279200078146307,3
1929-01-18,24.77,0.0032349401441802428,3
1929-01-21,24.86,0.003626842581296863,3
1929-01-22,25.07,0.008411826087637131,3
1929-01-23,25.22,0.0059654183665713845,3
1929-01-24,25.06,-0.006364381068851621,0
1929-01-25,25.48,0.016620881236040663,1
1929-01-28,25.35,-0.005115100666770456,3
1929-01-29,25.36,0.0003943995318329563,3
1929-01-30,25.45,0.0035426134275065024,3
1929-01-31,25.74,0.011330459171448926,0
1929-02-01,25.84,0.003877476746420694,3
1929-02-04,25.64,-0.007770046861931945,0
1929-02-05,25.7,0.0023373598487048675,3
1929-02-06,25.49,-0.008204773513150077,1
1929-02-07,24.71,-0.031078198387505473,2
1929-02-08,24.44,-0.010986885697124027,2
1929-02-11,24.98,0.021854370394037037,2
1929-02-13,24.95,-0.0012016824999041553,2
1929-02-14,24.85,-0.0040160696548898756,3
1929-02-15,24.35,-0.020325903014038804,1
1929-02-18,24.39,0.0016413626992299868,3
1929-02-19,24.38,-0.00041008817470356007,3
1929-02-20,24.59,0.008576732174975898,3
1929-02-21,24.86,0.010920229854463948,0
1929-02-25,24.91,0.0020092431915239573,3
1929-02-26,24.95,0.0016044929234384497,3
1929-02-27,25.25,0.011952333523841396,0
1929-02-28,25.59,0.013375494450328596,0
1929-03-01,25.83,0.009334956936051686,0
1929-03-04,25.49,-0.01325038871972506,1
1929-03-05,25.32,-0.0066916211120484625,0
1929-03-06,24.92,-0.015923903356723113,1
1929-03-07,25.15,0.009187202626495417,0
1929-03-08,25.31,0.006341678011284824,3
1929-03-11,24.95,-0.014325752359505284,1
1929-03-12,24.97,0.0008012820941543097,3
1929-03-13,25.24,0.010754933381330378,0
1929-03-14,25.73,0.019227588620640557,1
1929-03-15,26.08,0.013511110764799383,1
1929-03-18,26.04,-0.001534919718083838,3
1929-03-19,26.03,-0.0003840983338943005,3
1929-03-20,26.02,-0.00038424592211461217,3
1929-03-21,25.9,-0.004622504378867465,0
1929-03-22,25.55,-0.01360565205577835,2
1929-03-25,24.51,-0.04155611910969226,2
1929-03-26,24.35,-0.0065493480114224845,2
1929-03-27,25.09,0.029937510849732174,2
1929-03-28,25.53,0.017384870875061686,2
1929-04-01,24.88,-0.025789963382413905,2
1929-04-02,25.17,0.011588541276245756,2
1929-04-03,24.86,-0.012392723064659439,2
1929-04-04,25.3,0.017544309650909362,2
1929-04-05,25.05,-0.009930568202600742,2
1929-04-08,24.83,-0.008821228010798432,0
1929-04-09,24.63,-0.00808738738762882,0
1929-04-10,24.78,0.006071664068549865,3
1929-04-11,25.06,0.011236073266925661,0
1929-04-12,25.15,0.003584947077825973,3
1929-04-15,25.0,-0.005982071677547385,3
1929-04-16,25.06,0.002397124599721412,3
1929-04-17,25.32,0.010321647808053669,0
1929-04-18,25.43,0.004334982158052725,3
1929-04-19,25.41,-0.0007867821019558185,3
1929-04-22,25.7,0.011348194569101633,0
1929-04-23,25.85,0.005819609053264063,3
1929-04-24,25.75,-0.0038759738446931813,3
1929-04-25,25.63,-0.004671086733765151,3
1929-04-26,25.58,-0.0019527442252833538,3
1929-04-29,25.53,-0.001956564897303892,3
1929-04-30,25.94,0.015931947634905352,0
1929-05-01,25.99,0.0019256697651006682,3
1929-05-02,26.11,0.004606534057638889,3
1929-05-03,26.37,0.009908617654157847,3
1929-05-06,26.32,-0.0018978939080791513,3
1929-05-07,26.07,-0.009543878511705906,0
1929-05-08,26.18,0.004210532536343514,3
1929-05-09,26.02,-0.006130287397394518,0
1929-05-10,26.34,0.012223223230775737,1
1929-05-13,25.64,-0.026935064262665787,2
1929-05-14,25.95,0.012017977559428239,2
1929-05-15,25.84,-0.004247930697496294,2
1929-05-16,25.97,0.00501834676025581,2
1929-05-17,26.09,0.004610073473979792,2
1929-05-20,25.39,-0.02719670343204994,2
1929-05-21,25.7,0.01213559618458726,2
1929-05-22,24.76,-0.03726154408477855,2
1929-05-23,25.31,0.02197012674063714,2
1929-05-24,25.12,-0.007535232957034843,2
1929-05-27,24.2,-0.037311708437357094,2
1929-05-28,24.59,0.0159872230654603,2
1929-05-29,24.62,0.0012192645282063097,2
1929-05-31,24.83,0.008493478763767826,2
1929-06-03,25.27,0.01756532188002735,1
1929-06-04,25.64,0.014535710652366696,1
1929-06-05,25.59,-0.0019519818807718359,3
1929-06-06,25.64,0.0019519818807718359,3
1929-06-07,25.53,-0.004299400799076647,3
1929-06-10,25.27,-0.010236309853290049,0
1929-06-11,25.43,0.006311658033925749,3
1929-06-12,25.45,0.0007861635625032726,3
1929-06-13,25.84,0.01520793591786962,0
1929-06-14,25.93,0.0034769206361717764,3
1929-06-17,26.41,0.018342126758467803,1
1929-06-18,26.42,0.0003785727851384202,3
1929-06-19,26.32,-0.0037921926370629855,3
1929-06-20,26.47,0.005682909781893564,3
1929-06-21,26.62,0.005650796727955765,3
1929-06-24,26.62,0.0,3
1929-06-25,26.9,0.010463473640827559,0
1929-06-26,27.06,0.005930336134848613,3
1929-06-27,27.11,0.0018460407679321555,3
1929-06-28,27.41,0.011005246804120628,0
1929-07-01,27.77,0.01304839100401356,0
1929-07-02,28.06,0.010388773355606506,0
1929-07-03,28.18,0.0042674317962196895,3
1929-07-05,28.32,0.0049557623549847385,3
1929-07-08,28.37,0.0017639799952409163,3
1929-07-09,28.28,-0.003177407792387843,3
1929-07-10,28.2,-0.0028328630843041935,3
1929-07-11,28.26,0.0021253993123133696,3
1929-07-12,28.57,0.010909838986300269,0
1929-07-15,28.45,-0.004209055670341577,3
1929-07-16,28.65,0.007005282588408601,3
1929-07-17,28.72,0.0024403010192748376,3
1929-07-18,28.66,-0.0020913217799978234,3
1929-07-19,28.76,0.0034831104528203483,3
1929-07-22,28.43,-0.011540607189937546,0
1929-07-23,28.83,0.013971585987402335,0
1929-07-24,28.64,-0.006612169557866032,0
1929-07-25,28.77,0.004528835471012016,3
1929-07-26,28.66,-0.003830755163431121,3
1929-07-29,28.18,-0.016889915929491295,1
1929-07-30,28.5,0.011291580804070556,0
1929-07-31,28.88,0.013245226750020489,0
