Date,Close,Dividends,Regime,Bench_Returns,Bench_Cumprod,Asset_Count,Asset_Value,Balance,Account_Value,Performance_Returns,Performance_Cumprod
1992-09-29,416.8,0,LowVol,1.0004320483894196,1.019619355154364,243.0,101282.40000000001,19.720000000012078,101302.12000000002,1.0004319642482924,1.0130211999999996
1992-09-30,417.8,0,LowVol,1.0023992322456814,1.0220656587895711,243.0,101525.40000000001,19.720000000012078,101545.12000000002,1.002398765198596,1.0154511999999996
1992-10-01,416.29,0,LowVol,0.9963858305409287,1.0183717403004082,243.0,101158.47,19.720000000012078,101178.19000000002,0.9963865324104201,1.0117818999999995
1992-10-02,410.47,0,LowVol,0.9860193615027986,1.0041342531435022,243.0,99744.21,19.720000000012078,99763.93000000002,0.986022086380474,0.9976392999999996
1992-10-05,407.57,0,LowVol,0.9929349282529782,0.9970399726014013,243.0,99039.51,19.720000000012078,99059.23000000001,0.9929363247819125,0.9905922999999994
1992-10-06,407.18,0,LowVol,0.9990431091591628,0.9960859141836705,243.0,98944.74,19.720000000012078,98964.46000000002,0.9990432996501185,0.9896445999999995
1992-10-07,404.25,0,Trans,0.9928041652340488,0.9889182445325134,171.0,69838.74,29125.720000000012,98964.46000000002,1.0,0.9896445999999995
1992-10-08,407.75,0,Trans,1.0086580086580086,0.9974803072557386,171.0,69838.74,29125.720000000012,98964.46000000002,1.0,0.9896445999999995
1992-10-09,402.66,0,Trans,0.987516860821582,0.985028621752534,171.0,69838.74,29125.720000000012,98964.46000000002,1.0,0.9896445999999995
1992-10-12,407.44,0,Trans,1.011871057467839,0.9967219531288245,171.0,69838.74,29125.720000000012,98964.46000000002,1.0,0.9896445999999995
1992-10-13,409.3,0,LowVol,1.0045650893383076,1.00127207789031,242.0,99050.6,65.4200000000128,99116.02000000002,1.0015314588691737,0.9911601999999994
