,0,1,2,3,4,5,6
390,1.0,0.0,0.0,0.8,0.5,2.1098649999999943,-0.007016479385606234
24,0.5,0.0,0.8,0.0,0.5,2.2071963000000077,-0.008468074822263204
216,0.8,0.0,0.8,0.0,0.5,2.2071963000000077,-0.008468074822263204
207,0.8,0.0,0.4,0.4,0.5,2.177464700000007,-0.012570306431237016
399,1.0,0.0,0.4,0.4,0.5,2.1780671000000056,-0.012675513020533387
200,0.8,0.0,0.0,0.8,1.0,2.0588131999999963,-0.013411060542171347
400,1.0,0.0,0.4,0.4,0.8,2.162168799999995,-0.013465811899373074
392,1.0,0.0,0.0,0.8,1.0,2.0578000000000163,-0.014444834401334906
391,1.0,0.0,0.0,0.8,0.8,2.0711878999999964,-0.014571117977265461
408,1.0,0.0,0.8,0.0,0.5,2.1864423000000093,-0.014700625353342127
6,0.5,0.0,0.0,0.8,0.5,2.077984500000011,-0.015910146694805855
208,0.8,0.0,0.4,0.4,0.8,2.1476431999999885,-0.01626049309528366
8,0.5,0.0,0.0,0.8,1.0,2.045068899999998,-0.017534724841937882
36,0.5,0.0,1.0,0.0,0.5,2.180200399999999,-0.017591022225887237
228,0.8,0.0,1.0,0.0,0.5,2.180200399999999,-0.017591022225887237
420,1.0,0.0,1.0,0.0,0.5,2.180200399999999,-0.017591022225887237
15,0.5,0.0,0.4,0.4,0.5,2.159638199999989,-0.0176056351094454
199,0.8,0.0,0.0,0.8,0.8,2.0536729000000173,-0.017951444393469147
16,0.5,0.0,0.4,0.4,0.8,2.137361699999997,-0.018236117170813346
7,0.5,0.0,0.0,0.8,0.8,2.04529090000001,-0.019516437194410922
25,0.5,0.0,0.8,0.0,0.8,2.1715561000000045,-0.021350723012668126
217,0.8,0.0,0.8,0.0,0.8,2.1715561000000045,-0.021350723012668126
209,0.8,0.0,0.4,0.4,1.0,2.1280029000000047,-0.021647880054365687
444,1.0,0.4,0.4,0.0,0.5,2.1780615999999977,-0.021699586702677718
445,1.0,0.4,0.4,0.0,0.8,2.175747300000004,-0.021891688492603176
252,0.8,0.4,0.4,0.0,0.5,2.1683222000000084,-0.02196720035334319
60,0.5,0.4,0.4,0.0,0.5,2.1610769999999904,-0.0234655316279364
409,1.0,0.0,0.8,0.0,0.8,2.1658137000000055,-0.02356731347293681
401,1.0,0.0,0.4,0.4,1.0,2.1231791000000118,-0.023711990164513332
17,0.5,0.0,0.4,0.4,1.0,2.114668499999989,-0.024420763708975547
254,0.8,0.4,0.4,0.0,1.0,2.1647204,-0.024572859893075897
446,1.0,0.4,0.4,0.0,1.0,2.1622879000000097,-0.024822148878125942
253,0.8,0.4,0.4,0.0,0.8,2.159877800000005,-0.025583397973325175
410,1.0,0.0,0.8,0.0,1.0,2.1617965000000003,-0.026848524468216804
27,0.5,0.0,0.8,0.4,0.5,2.1485373000000085,-0.02693466610865202
219,0.8,0.0,0.8,0.4,0.5,2.1485373000000085,-0.02693466610865202
26,0.5,0.0,0.8,0.0,1.0,2.1570394999999793,-0.02715776770189752
218,0.8,0.0,0.8,0.0,1.0,2.1570394999999793,-0.02715776770189752
411,1.0,0.0,0.8,0.4,0.5,2.1478500000000187,-0.027210739318721918
62,0.5,0.4,0.4,0.0,1.0,2.152620199999981,-0.027764250471369094
61,0.5,0.4,0.4,0.0,0.8,2.1478509999999966,-0.028164994944218053
37,0.5,0.0,1.0,0.0,0.8,2.1407314000000044,-0.03638925129748242
229,0.8,0.0,1.0,0.0,0.8,2.1407314000000044,-0.03638925129748242
421,1.0,0.0,1.0,0.0,0.8,2.1407314000000044,-0.03638925129748242
28,0.5,0.0,0.8,0.4,0.8,2.1070957999999926,-0.03900175359882425
220,0.8,0.0,0.8,0.4,0.8,2.1070957999999926,-0.03900175359882425
412,1.0,0.0,0.8,0.4,0.8,2.1070957999999926,-0.03900175359882425
39,0.5,0.0,1.0,0.4,0.5,2.1142334999999917,-0.040669574723922484
231,0.8,0.0,1.0,0.4,0.5,2.1142334999999917,-0.040669574723922484
423,1.0,0.0,1.0,0.4,0.5,2.1142334999999917,-0.040669574723922484
291,0.8,0.8,0.0,0.4,0.5,1.5286712000000011,-0.040890515577578564
99,0.5,0.8,0.0,0.4,0.5,1.5135561999999978,-0.042494413728640885
38,0.5,0.0,1.0,0.0,1.0,2.1213500000000014,-0.04312572714327202
230,0.8,0.0,1.0,0.0,1.0,2.1213500000000014,-0.04312572714327202
422,1.0,0.0,1.0,0.0,1.0,2.1213500000000014,-0.04312572714327202
456,1.0,0.4,0.8,0.0,0.5,2.1393591999999937,-0.04553192000322882
483,1.0,0.8,0.0,0.4,0.5,1.5243701999999981,-0.045602786742016295
72,0.5,0.4,0.8,0.0,0.5,2.1313621000000027,-0.046375521576791506
264,0.8,0.4,0.8,0.0,0.5,2.131790499999973,-0.04644874126602004
40,0.5,0.0,1.0,0.4,0.8,2.078810499999991,-0.04761766939347596
232,0.8,0.0,1.0,0.4,0.8,2.078810499999991,-0.04761766939347596
424,1.0,0.0,1.0,0.4,0.8,2.078810499999991,-0.04761766939347596
404,1.0,0.0,0.4,0.8,1.0,2.03531450000001,-0.0506526706129812
402,1.0,0.0,0.4,0.8,0.5,2.0746938999999904,-0.05089568717474772
276,0.8,0.4,1.0,0.0,0.5,2.124144999999989,-0.051391212627150136
29,0.5,0.0,0.8,0.4,1.0,2.071871799999998,-0.05148743467671585
221,0.8,0.0,0.8,0.4,1.0,2.071871799999998,-0.05148743467671585
413,1.0,0.0,0.8,0.4,1.0,2.071871799999998,-0.05148743467671585
210,0.8,0.0,0.4,0.8,0.5,2.0715829,-0.05180718227702784
292,0.8,0.8,0.0,0.4,0.8,1.5172577000000012,-0.05267168357521815
468,1.0,0.4,1.0,0.0,0.5,2.1236235999999997,-0.05303271494815344
255,0.8,0.4,0.4,0.4,0.5,2.0803573000000037,-0.05328408927938942
18,0.5,0.0,0.4,0.8,0.5,2.063529399999999,-0.05333793418497616
403,1.0,0.0,0.4,0.8,0.8,2.0383892000000086,-0.053382593331311436
84,0.5,0.4,1.0,0.0,0.5,2.1201725999999894,-0.053424733398196596
211,0.8,0.0,0.4,0.8,0.8,2.0342986999999875,-0.05343072472392497
212,0.8,0.0,0.4,0.8,1.0,2.021503799999991,-0.05343093516845441
293,0.8,0.8,0.0,0.4,1.0,1.5169068999999935,-0.05441915983406968
447,1.0,0.4,0.4,0.4,0.5,2.079855099999998,-0.05446033874831041
100,0.5,0.8,0.0,0.4,0.8,1.4962741999999933,-0.05462256073887174
448,1.0,0.4,0.4,0.4,0.8,2.0619668000000098,-0.055691008358848514
63,0.5,0.4,0.4,0.4,0.5,2.0677491999999984,-0.05633276998355947
256,0.8,0.4,0.4,0.4,0.8,2.061860499999992,-0.056353121537455725
457,1.0,0.4,0.8,0.0,0.8,2.107397799999999,-0.057029608948939985
265,0.8,0.4,0.8,0.0,0.8,2.108506500000002,-0.05724117710393498
484,1.0,0.8,0.0,0.4,0.8,1.5142607999999989,-0.05759773707639616
20,0.5,0.0,0.4,0.8,1.0,2.003129200000009,-0.057911547992996484
41,0.5,0.0,1.0,0.4,1.0,2.0544717000000112,-0.05805749815035159
233,0.8,0.0,1.0,0.4,1.0,2.0544717000000112,-0.05805749815035159
425,1.0,0.0,1.0,0.4,1.0,2.0544717000000112,-0.05805749815035159
64,0.5,0.4,0.4,0.4,0.8,2.052887299999993,-0.05872468988914746
19,0.5,0.0,0.4,0.8,0.8,2.0161843999999998,-0.058981335070101934
73,0.5,0.4,0.8,0.0,0.8,2.1009508000000023,-0.0593174793069243
449,1.0,0.4,0.4,0.4,1.0,2.0520060000000093,-0.059517849487882635
109,0.5,0.8,0.4,0.0,0.8,2.086451999999984,-0.05967223300480731
257,0.8,0.4,0.4,0.4,1.0,2.0517846000000013,-0.05976048082148147
101,0.5,0.8,0.0,0.4,1.0,1.4854138000000052,-0.05976763451935452
414,1.0,0.0,0.8,0.8,0.5,2.059477300000012,-0.060060644786858484
108,0.5,0.8,0.4,0.0,0.5,2.075685899999993,-0.06042432228489769
485,1.0,0.8,0.0,0.4,1.0,1.5060105999999966,-0.0604849957506706
30,0.5,0.0,0.8,0.8,0.5,2.055384500000007,-0.060683939515419734
222,0.8,0.0,0.8,0.8,0.5,2.055384500000007,-0.060683939515419734
300,0.8,0.8,0.4,0.0,0.5,2.077151899999987,-0.061455558830927876
65,0.5,0.4,0.4,0.4,1.0,2.0443791000000044,-0.061529877536665036
42,0.5,0.0,1.0,0.8,0.5,2.055009900000013,-0.06157756685609597
234,0.8,0.0,1.0,0.8,0.5,2.055009900000013,-0.06157756685609597
426,1.0,0.0,1.0,0.8,0.5,2.055009900000013,-0.06157756685609597
458,1.0,0.4,0.8,0.0,1.0,2.1062317999999993,-0.06191601962950604
302,0.8,0.8,0.4,0.0,1.0,2.094760799999999,-0.06229652324870332
266,0.8,0.4,0.8,0.0,1.0,2.100953900000006,-0.06266284767828255
110,0.5,0.8,0.4,0.0,1.0,2.0865343999999983,-0.06282970106145126
301,0.8,0.8,0.4,0.0,0.8,2.0793000999999998,-0.06295985041235232
459,1.0,0.4,0.8,0.4,0.5,2.084907700000006,-0.06355579187576399
493,1.0,0.8,0.4,0.0,0.8,2.0784448999999996,-0.06371772372077163
492,1.0,0.8,0.4,0.0,0.5,2.072615599999986,-0.0639561529497277
74,0.5,0.4,0.8,0.0,1.0,2.0924197999999983,-0.06457680237930878
267,0.8,0.4,0.8,0.4,0.5,2.079031700000003,-0.06538153805987558
31,0.5,0.0,0.8,0.8,0.8,2.0137712999999957,-0.06559520568379466
223,0.8,0.0,0.8,0.8,0.8,2.0137712999999957,-0.06559520568379466
494,1.0,0.8,0.4,0.0,1.0,2.0862269999999867,-0.06619529128568546
43,0.5,0.0,1.0,0.8,0.8,2.0116852999999915,-0.06657530237930952
235,0.8,0.0,1.0,0.8,0.8,2.0116852999999915,-0.06657530237930952
427,1.0,0.0,1.0,0.8,0.8,2.0116852999999915,-0.06657530237930952
279,0.8,0.4,1.0,0.4,0.5,2.0789915999999824,-0.06759445426759321
32,0.5,0.0,0.8,0.8,1.0,1.9979330999999947,-0.06785298652565248
224,0.8,0.0,0.8,0.8,1.0,1.9979330999999947,-0.06785298652565248
415,1.0,0.0,0.8,0.8,0.8,2.0087475999999955,-0.0680640951605849
75,0.5,0.4,0.8,0.4,0.5,2.0658293999999993,-0.06873424160039422
87,0.5,0.4,1.0,0.4,0.5,2.0730558999999933,-0.06949206707246607
277,0.8,0.4,1.0,0.0,0.8,2.086977400000009,-0.06995178137222562
469,1.0,0.4,1.0,0.0,0.8,2.0885678000000096,-0.07017043288678097
85,0.5,0.4,1.0,0.0,0.8,2.0802359999999984,-0.07026063821723494
416,1.0,0.0,0.8,0.8,1.0,1.9927496000000064,-0.07042565285137764
86,0.5,0.4,1.0,0.0,1.0,2.087271300000006,-0.07119454059724475
471,1.0,0.4,1.0,0.4,0.5,2.0707717999999957,-0.07152258066412649
268,0.8,0.4,0.8,0.4,0.8,2.042008800000019,-0.07471660005829744
76,0.5,0.4,0.8,0.4,0.8,2.0419340999999966,-0.07488097804807507
460,1.0,0.4,0.8,0.4,0.8,2.042436599999981,-0.07505282964131477
470,1.0,0.4,1.0,0.0,1.0,2.080886799999988,-0.07520669549496944
280,0.8,0.4,1.0,0.4,0.8,2.0469863000000017,-0.07537389042022177
278,0.8,0.4,1.0,0.0,1.0,2.081396000000009,-0.0754380602864665
157,0.5,1.0,0.4,0.0,0.8,2.0497175999999957,-0.075959480624787
44,0.5,0.0,1.0,0.8,1.0,1.9815711000000167,-0.0762863492911834
236,0.8,0.0,1.0,0.8,1.0,1.9815711000000167,-0.0762863492911834
428,1.0,0.0,1.0,0.8,1.0,1.9815711000000167,-0.0762863492911834
88,0.5,0.4,1.0,0.4,0.8,2.0407989000000106,-0.07705558819755787
472,1.0,0.4,1.0,0.4,0.8,2.0412568999999996,-0.07731765637222553
10,0.5,0.0,0.0,1.0,0.8,1.9746123999999976,-0.07790376193871182
22,0.5,0.0,0.4,1.0,0.8,1.9746123999999976,-0.07790376193871182
34,0.5,0.0,0.8,1.0,0.8,1.9746123999999976,-0.07790376193871182
202,0.8,0.0,0.0,1.0,0.8,1.9746123999999976,-0.07790376193871182
214,0.8,0.0,0.4,1.0,0.8,1.9746123999999976,-0.07790376193871182
226,0.8,0.0,0.8,1.0,0.8,1.9746123999999976,-0.07790376193871182
394,1.0,0.0,0.0,1.0,0.8,1.9746123999999976,-0.07790376193871182
406,1.0,0.0,0.4,1.0,0.8,1.9746123999999976,-0.07790376193871182
418,1.0,0.0,0.8,1.0,0.8,1.9746123999999976,-0.07790376193871182
158,0.5,1.0,0.4,0.0,1.0,2.058006299999988,-0.07811794421644677
156,0.5,1.0,0.4,0.0,0.5,2.035620099999994,-0.07825362311101962
147,0.5,1.0,0.0,0.4,0.5,1.3606780999999986,-0.0785140580244693
11,0.5,0.0,0.0,1.0,1.0,1.9573859999999916,-0.07874391439740917
23,0.5,0.0,0.4,1.0,1.0,1.9573859999999916,-0.07874391439740917
35,0.5,0.0,0.8,1.0,1.0,1.9573859999999916,-0.07874391439740917
203,0.8,0.0,0.0,1.0,1.0,1.9573859999999916,-0.07874391439740917
215,0.8,0.0,0.4,1.0,1.0,1.9573859999999916,-0.07874391439740917
227,0.8,0.0,0.8,1.0,1.0,1.9573859999999916,-0.07874391439740917
395,1.0,0.0,0.0,1.0,1.0,1.9573859999999916,-0.07874391439740917
407,1.0,0.0,0.4,1.0,1.0,1.9573859999999916,-0.07874391439740917
419,1.0,0.0,0.8,1.0,1.0,1.9573859999999916,-0.07874391439740917
46,0.5,0.0,1.0,1.0,0.8,1.973732400000002,-0.07892666575460229
238,0.8,0.0,1.0,1.0,0.8,1.973732400000002,-0.07892666575460229
430,1.0,0.0,1.0,1.0,0.8,1.973732400000002,-0.07892666575460229
348,0.8,1.0,0.4,0.0,0.5,2.034873900000026,-0.07903501652170754
9,0.5,0.0,0.0,1.0,0.5,2.008821499999995,-0.07913739984193832
21,0.5,0.0,0.4,1.0,0.5,2.008821499999995,-0.07913739984193832
33,0.5,0.0,0.8,1.0,0.5,2.008821499999995,-0.07913739984193832
201,0.8,0.0,0.0,1.0,0.5,2.008821499999995,-0.07913739984193832
213,0.8,0.0,0.4,1.0,0.5,2.008821499999995,-0.07913739984193832
225,0.8,0.0,0.8,1.0,0.5,2.008821499999995,-0.07913739984193832
393,1.0,0.0,0.0,1.0,0.5,2.008821499999995,-0.07913739984193832
405,1.0,0.0,0.4,1.0,0.5,2.008821499999995,-0.07913739984193832
417,1.0,0.0,0.8,1.0,0.5,2.008821499999995,-0.07913739984193832
47,0.5,0.0,1.0,1.0,1.0,1.9567106999999961,-0.07936412775303499
239,0.8,0.0,1.0,1.0,1.0,1.9567106999999961,-0.07936412775303499
431,1.0,0.0,1.0,1.0,1.0,1.9567106999999961,-0.07936412775303499
350,0.8,1.0,0.4,0.0,1.0,2.054569100000018,-0.07962508524712535
339,0.8,1.0,0.0,0.4,0.5,1.3771785000000067,-0.0798882743501955
504,1.0,0.8,0.8,0.0,0.5,2.080160599999979,-0.08097332118340715
120,0.5,0.8,0.8,0.0,0.5,2.066649199999995,-0.08116191955082962
349,0.8,1.0,0.4,0.0,0.8,2.045994899999993,-0.08121972889386571
312,0.8,0.8,0.8,0.0,0.5,2.067277699999994,-0.08214548672234781
531,1.0,1.0,0.0,0.4,0.5,1.3750512000000021,-0.08266781925578155
324,0.8,0.8,1.0,0.0,0.5,2.0693053999999917,-0.0836072118206972
540,1.0,1.0,0.4,0.0,0.5,2.0279236999999855,-0.08401745450362616
542,1.0,1.0,0.4,0.0,1.0,2.043675999999996,-0.08439594441314309
77,0.5,0.4,0.8,0.4,1.0,2.012011499999998,-0.0849653608765547
45,0.5,0.0,1.0,1.0,0.5,2.0005267999999976,-0.08502307311101699
237,0.8,0.0,1.0,1.0,0.5,2.0005267999999976,-0.08502307311101699
429,1.0,0.0,1.0,1.0,0.5,2.0005267999999976,-0.08502307311101699
132,0.5,0.8,1.0,0.0,0.5,2.068694399999989,-0.08541184183643413
461,1.0,0.4,0.8,0.4,1.0,2.0160642000000157,-0.08542396960983271
269,0.8,0.4,0.8,0.4,1.0,2.015688699999989,-0.0854492145547628
541,1.0,1.0,0.4,0.0,0.8,2.031159899999993,-0.08616435782777682
438,1.0,0.4,0.0,0.8,0.5,1.7436653999999958,-0.0867710495862353
516,1.0,0.8,1.0,0.0,0.5,2.063607300000007,-0.08773499716687434
89,0.5,0.4,1.0,0.4,1.0,2.0134080000000054,-0.08782146642336912
112,0.5,0.8,0.4,0.4,0.8,1.990440399999985,-0.08800609350834605
473,1.0,0.4,1.0,0.4,1.0,2.014412599999994,-0.08809468115586287
281,0.8,0.4,1.0,0.4,1.0,2.0139059,-0.0881468560575146
246,0.8,0.4,0.0,0.8,0.5,1.7343769000000053,-0.08852369744225282
439,1.0,0.4,0.0,0.8,0.8,1.719845900000009,-0.08871273345719677
111,0.5,0.8,0.4,0.4,0.5,1.9962790999999982,-0.08926253784350904
303,0.8,0.8,0.4,0.4,0.5,2.0035579999999933,-0.0894227119583817
495,1.0,0.8,0.4,0.4,0.5,1.999235400000001,-0.09002612100637358
260,0.8,0.4,0.4,0.8,1.0,1.9410490000000158,-0.09072319681281935
450,1.0,0.4,0.4,0.8,0.5,1.983983999999999,-0.09079297999536046
54,0.5,0.4,0.0,0.8,0.5,1.717354699999996,-0.09122244034154706
340,0.8,1.0,0.0,0.4,0.8,1.3589363000000032,-0.09126153872863962
452,1.0,0.4,0.4,0.8,1.0,1.940216800000003,-0.09137906284350994
121,0.5,0.8,0.8,0.0,0.8,2.0489358000000006,-0.09158113656498712
282,0.8,0.4,1.0,0.8,0.5,2.0098653000000017,-0.09208792775302818
258,0.8,0.4,0.4,0.8,0.5,1.9734968000000002,-0.09228053107718609
505,1.0,0.8,0.8,0.0,0.8,2.0491968999999917,-0.09256020833918568
259,0.8,0.4,0.4,0.8,0.8,1.947161300000012,-0.09262823554217
313,0.8,0.8,0.8,0.0,0.8,2.0499414000000016,-0.09277185951935582
148,0.5,1.0,0.0,0.4,0.8,1.3380752000000016,-0.09298533859095232
451,1.0,0.4,0.4,0.8,0.8,1.9521614999999954,-0.09319921483013482
304,0.8,0.8,0.4,0.4,0.8,1.9844169000000025,-0.0932422228749832
474,1.0,0.4,1.0,0.8,0.5,2.007456199999989,-0.09371668495209236
440,1.0,0.4,0.0,0.8,1.0,1.708242199999987,-0.09386732848080527
462,1.0,0.4,0.8,0.8,0.5,2.0016699000000044,-0.09409276888206076
283,0.8,0.4,1.0,0.8,0.8,1.9796224999999903,-0.09413419620307284
247,0.8,0.4,0.0,0.8,0.8,1.701584799999997,-0.09422446520385741
149,0.5,1.0,0.0,0.4,1.0,1.3427002999999997,-0.09439642328804132
305,0.8,0.8,0.4,0.4,1.0,1.9807992999999997,-0.09472327745798768
122,0.5,0.8,0.8,0.0,1.0,2.0523017999999977,-0.09474467075067095
68,0.5,0.4,0.4,0.8,1.0,1.9327876999999933,-0.09477761119126861
67,0.5,0.4,0.4,0.8,0.8,1.9441572999999954,-0.09503722381912058
91,0.5,0.4,1.0,0.8,0.8,1.974732100000006,-0.09552740918497234
475,1.0,0.4,1.0,0.8,0.8,1.9766094000000072,-0.09558630495601923
532,1.0,1.0,0.0,0.4,0.8,1.3542064999999919,-0.09574920483800721
270,0.8,0.4,0.8,0.8,0.5,1.9956908999999938,-0.0958024916987449
341,0.8,1.0,0.0,0.4,1.0,1.354151800000002,-0.09581598585688574
78,0.5,0.4,0.8,0.8,0.5,1.9966209999999796,-0.09588400031401187
66,0.5,0.4,0.4,0.8,0.5,1.959925900000003,-0.09591620121880401
113,0.5,0.8,0.4,0.4,1.0,1.9716256999999968,-0.09594344940920815
90,0.5,0.4,1.0,0.8,0.5,1.9961154999999986,-0.09595935294972786
496,1.0,0.8,0.4,0.4,0.8,1.9781357000000066,-0.09596236058151174
506,1.0,0.8,0.8,0.0,1.0,2.0543712999999992,-0.09626761101424186
497,1.0,0.8,0.4,0.4,1.0,1.9753248999999828,-0.09696916660039977
55,0.5,0.4,0.0,0.8,0.8,1.6879971000000207,-0.09696956760353677
314,0.8,0.8,0.8,0.0,1.0,2.0472654999999973,-0.09705204274123068
463,1.0,0.4,0.8,0.8,0.8,1.968610600000012,-0.09707062216687586
168,0.5,1.0,0.8,0.0,0.5,2.034235699999994,-0.0971669626664888
248,0.8,0.4,0.0,0.8,1.0,1.699402899999992,-0.09722755745405459
360,0.8,1.0,0.8,0.0,0.5,2.0425635999999954,-0.0974132790905623
56,0.5,0.4,0.0,0.8,1.0,1.6886309999999862,-0.09753225338245947
79,0.5,0.4,0.8,0.8,0.8,1.9638646999999823,-0.0975834734650719
135,0.5,0.8,1.0,0.4,0.5,2.0272634999999903,-0.09787027826444263
271,0.8,0.4,0.8,0.8,0.8,1.9624785999999899,-0.09809907940527722
315,0.8,0.8,0.8,0.4,0.5,2.0212971999999874,-0.09834986634469409
133,0.5,0.8,1.0,0.0,0.8,2.037945600000019,-0.09865680588048299
325,0.8,0.8,1.0,0.0,0.8,2.0479101999999947,-0.09883873093950132
372,0.8,1.0,1.0,0.0,0.5,2.0467865999999955,-0.09916555200558957
517,1.0,0.8,1.0,0.0,0.8,2.0468236999999934,-0.09934929464917623
327,0.8,0.8,1.0,0.4,0.5,2.0281701000000036,-0.09937001264681618
123,0.5,0.8,0.8,0.4,0.5,2.014704099999994,-0.09982068223769093
180,0.5,1.0,1.0,0.0,0.5,2.0432250999999857,-0.10010736919678237
533,1.0,1.0,0.0,0.4,1.0,1.3543960000000006,-0.10043217763501355
507,1.0,0.8,0.8,0.4,0.5,2.0164847000000017,-0.10166969811101627
519,1.0,0.8,1.0,0.4,0.5,2.0227409000000014,-0.1017679542675858
464,1.0,0.4,0.8,0.8,1.0,1.9479997999999956,-0.10246692098670841
159,0.5,1.0,0.4,0.4,0.5,1.9657872999999972,-0.1025063454359576
80,0.5,0.4,0.8,0.8,1.0,1.945294000000002,-0.10250799529826772
134,0.5,0.8,1.0,0.0,1.0,2.0448829000000037,-0.10281723986947304
272,0.8,0.4,0.8,0.8,1.0,1.945173500000001,-0.10296546062085257
160,0.5,1.0,0.4,0.4,0.8,1.961400799999999,-0.10303338841393017
552,1.0,1.0,0.8,0.0,0.5,2.0284147000000012,-0.10354342521565947
284,0.8,0.4,1.0,0.8,1.0,1.949889000000003,-0.10368635279236657
92,0.5,0.4,1.0,0.8,1.0,1.9457662000000058,-0.10443945133682173
326,0.8,0.8,1.0,0.0,1.0,2.0384740000000003,-0.1055836887089715
564,1.0,1.0,1.0,0.0,0.5,2.032600399999997,-0.10571332098670534
